#NGB ID	Accession ID	CNSA ID	Homogeneity	Seed color	Seedling size	Seedling cotyledon shape	Seedling cotyledon color	Seedling anthocyanin presence	Leaf shape cultivated material	Leaf shape wild material	Leaf thickness	Leaf blistering	Leaf margin undulation	Leaf venation	Leaf division	Leaf tip shape	Leaf color	Leaf color intensity	Leaf anthocyanin content	Leaf anthocyanin distribution	Leaf anthocyanin pattern	Leaf vein prickles presence	Leaf vein prickles extent	Incision of rosette leaves	Incision of cauline leaves	Side shoot formation tendency	Tipburn sensitivity	Plant diameter	Head shape	Head leafs overlap	Head height	Heart formation	Stem anthocyanin presence	Stem anthocyanin content	Stem prickles presence	Stem prickles extent	Flower color	Flower anthocyanin presence	Flowering time (day)	Sclerotinia sclerotiorum	Macros. euphorbiae field resistance	Macros. euphorbiae greenhouse test	Uroleucon sonchi	Pemphigus bursarius	Nasonovia ribisnigri nr:0 labtest	Tomato spotted wilt virus	Erysiphe cichoracearum	Bremia lactucae race 1	Bremia lactucae race 2	Bremia lactucae race 3	Bremia lactucae race 4	Bremia lactucae race 5	Bremia lactucae race 6	Bremia lactucae race 7	Bremia lactucae race 10	Bremia lactucae race 11	Bremia lactucae race 12	Bremia lactucae race 13	Bremia lactucae race 14	Bremia lactucae race 15	Bremia lactucae race 16	Bremia lactucae race 17	Bremia lactucae race 18	Bremia lactucae race 19	Bremia lactucae race 20	Bremia lactucae race 21	Bremia lactucae race 22	Bremia lactucae race 23	Bremia lactucae race 24	Bremia lactucae race 25	Bremia lactucae race 26	Bremia lactucae race 27	Bremia lactucae race 28	Bremia lactucae race 29	Bremia lactucae race 30	Bremia lactucae race 31	Bremia lactucae race s1	Bremia lactucae race sf1	Bremia lactucae race Cs9	Bremia lactucae race IL4	Bremia lactucae race tV	Bremia lactucae race CsK 12/81	Bremia lactucae race CsK 26/81	Bremia lactucae race CsK 27/81	Bremia lactucae race CsK 1/82	Bremia lactucae race CsK 2/82	Bremia lactucae race CsK 3/82	Bremia lactucae race CsK 4/82	Bremia lactucae race usA 92O47 	Bremia lactucae race usA 92D53-10	Bremia lactucae race usA 93D11	Bremia lactucae race usA 93D12	Bremia lactucae race usA 93D13	Bremia lactucae race usA 93D14	Bremia lactucae race Deu fs1	Bremia lactucae race Deu sR2	Bremia lactucae race Deu sAW1	Bremia lactucae race Deu DeG2	Bremia lactucae race field resistance	Bremia lactucae race 29/31/As-11	Bremia lactucae race 27/29/31
NGBLS00147	TKI-156	CNS0047647	--	black	--	narrow elliptic	--	--	--	oval	--	--	--	--	2/3	pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	--	4	--	9	--	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2	8	9	8	7	8	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00148	TKI-157	CNS0047701	--	black	--	--	--	--	--	oval	--	--	--	--	2/3	pointed	--	--	low	localised	diffused	present	high	--	--	--	--	--	--	--	--	--	present	low	present	very low	--	present	--	--	--	--	--	--	9	4	8	1	1	1	1	7	1	9	9	8	9	7	1	1	--	--	9	1	--	3	1	5	9	8	8	1	9	--	8	--	9	1	1	9	1	--	9	9	1	9	9	1	--	--	--	--	--	--	5	1	1	1	--	--	--
NGBLS00149	TKI-158	CNS0047641	--	black	--	--	--	--	--	oval	--	--	--	--	1	pointed	--	--	very low	--	--	--	high	--	--	--	--	--	--	--	--	--	--	low	--	low	yellow	present	--	--	--	--	--	--	--	4	--	1	1	9	1	9	1	1	1	9	9	1	1	1	1	--	--	--	--	--	--	--	--	1	1	9	1	9	9	1	--	--	--	--	--	--	9	5	1	--	--	1	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00150	TKI-159	CNS0047878	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	7	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00151	TKI-160	CNS0047769	--	black	--	broad elliptic to circular	--	present	--	oval	--	--	--	--	0	medium round	--	--	very low	--	--	--	low	not incised	--	--	--	--	--	--	--	--	--	intermediate	--	low	yellow	present	--	--	--	--	--	--	9	4	--	1	1	9	7	4	1	9	8	9	9	--	1	7	7	8	9	1	9	7	7	3	9	8	--	9	9	9	9	9	9	9	9	9	3	--	9	9	1	--	--	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00152	TKI-161	CNS0047556	--	black	--	broad elliptic to circular	medium green	--	--	obovate	--	--	--	--	1/3	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	5	1	1	3	1	3	3	3	9	9	1	1	3	9	--	--	--	--	--	--	--	--	6	8	--	9	9	--	--	--	--	--	--	--	--	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00153	TKI-162	CNS0047871	--	black	--	broad elliptic to circular	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	--	--	9	9	9	9	1	7	--	9	--	8	9	9	7	3	9	9	--	9	9	9	7	7	7	7	9	9	9	9	9	8	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00154	TKI-163	CNS0047687	--	black	--	broad elliptic to circular	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	8	--	9	8	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00155	TKI-164	CNS0047640	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	5	5	9	3	1	1	3	3	3	3	3	1	3	1	--	--	--	--	--	--	--	--	1	5	2	5	2	2	5	--	--	--	--	--	--	9	9	5	--	--	1	--	--	--	--	--	--	--	--	--	--	--	--	1
NGBLS00156	TKI-165	CNS0047897	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00157	TKI-166	CNS0047883	--	black	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	9	--	--	9	9	--	--	--	--	--	--	--	--	7	7	6	9	9	9	8	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00158	TKI-167	CNS0047922	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	7	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00159	TKI-168	CNS0047614	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	9	--	--	9	9	--	--	--	--	--	--	--	--	7	7	7	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00160	TKI-169	CNS0047608	homogeneous	black	--	broad elliptic to circular	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	yellow	--	132	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00161	TKI-170	CNS0047531	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--	9	9	9	--	1	8	7	--	--	9	6	7	1	3	4	1	--	1	1	9	1	1	1	1	7	3	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00162	TKI-171	CNS0047813	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00163	TKI-172	CNS0047677	--	black	--	--	--	--	--	obovate	--	--	--	--	2/3	medium round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	--	--	--	--	--	--	--	9	--	--	--	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	--	1	--	1	1	2	1	1	3	1	1	1	2	--	--	--	--	--	--	7	1	3	--	--	1	1	1	1	1	1	1	--	--	--	--	--	1	--
NGBLS00164	TKI-173	CNS0047609	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00165	TKI-174	CNS0047891	--	black	--	--	--	--	--	obovate	--	--	--	--	1/3	medium round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	--	--	--	--	--	--	--	--	4	--	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	--	--	--	--	--	--	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00166	TKI-175	CNS0047566	--	black	--	narrow elliptic	--	--	--	oval	--	--	--	--	1	pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00167	TKI-176	CNS0047759	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00168	TKI-177	CNS0047540	--	black	--	narrow elliptic	--	present	--	obovate	--	--	--	--	0	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	4	--	9	8	9	7	9	7	7	1	9	8	8	9	9	9	9	9	9	9	9	7	5	3	4	6	9	2	8	9	7	9	9	9	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00169	TKI-178	CNS0047721	--	black	--	--	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	--	--	9	9	9	9	9	3	9	--	--	9	6	9	9	9	1	9	--	9	9	9	9	9	9	9	9	7	8	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00170	TKI-179	CNS0047814	--	black	large	--	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	9	--	--	--	--	8	--	--	9	9	9	7	1	9	7	9	9	8	9	9	1	1	9	1	9	1	1	9	2	1	1	1	9	9	--	9	7	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00171	TKI-180	CNS0047869	--	black	large	--	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	--	--	9	9	9	9	3	9	9	9	--	8	9	9	9	9	--	9	--	9	9	9	9	9	8	8	9	--	8	9	8	8	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00172	TKI-181	CNS0047754	--	black	intermediate	--	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	--	--	8	7	9	9	--	9	8	8	7	7	7	9	2	2	7	4	7	2	1	9	5	5	2	2	9	--	8	9	7	9	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00173	TKI-182	CNS0047709	--	black	--	--	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	4	--	9	9	9	8	5	9	9	6	--	9	7	8	9	9	7	9	--	9	9	9	9	9	8	8	9	--	8	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9
NGBLS00174	TKI-183	CNS0047818	--	black	--	narrow elliptic	medium green	present	--	obovate	--	--	--	--	1/3	round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	--	present	--	--	--	--	--	--	9	--	--	--	1	--	1	1	9	5	7	--	7	1	4	1	3	9	1	--	5	5	1	7	1	2	2	1	2	1	3	6	3	2	5	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00175	TKI-184	CNS0047946	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	7	--	--	--	--	8	4	--	8	9	9	9	5	9	7	7	7	7	9	9	9	9	9	9	9	8	9	7	--	9	8	9	9	--	7	9	--	9	9	9	7	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00176	TKI-185	CNS0047550	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	9	--	--	--	--	7	--	--	8	5	9	9	7	9	--	9	7	7	9	9	5	9	9	9	8	8	9	8	3	--	6	9	9	5	8	9	7	9	9	9	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00177	TKI-186	CNS0047565	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	1	--	9	--	--	--	--	--	--	9	--	--	9	9	--	--	--	--	--	--	--	--	8	6	5	--	8	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00178	TKI-187	CNS0047623	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	--	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	1	1	1	3	--	1	2	1	2	--	1	1	--	--	--	--	--	--	9	9	1	9	9	1	5	9	9	1	9	1	--	--	--	--	--	9	--
NGBLS00179	TKI-188	CNS0047737	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	absent	--	--	--	--	--	--	9	3	--	9	5	1	7	1	7	9	5	--	5	1	9	8	8	8	9	--	9	7	8	7	9	6	7	3	3	--	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00180	TKI-189	CNS0047704	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	4	--	8	7	9	8	9	9	9	6	--	9	8	8	7	9	5	9	--	9	8	9	9	9	8	8	5	5	8	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00181	TKI-190	CNS0047812	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	--	--	8	7	9	7	9	7	9	6	--	9	9	8	7	9	7	9	--	9	9	9	9	9	9	9	5	7	7	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00182	TKI-191	CNS0047553	--	black	--	narrow elliptic	medium green	present	--	arrowy	--	--	--	--	1	pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	--	4	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	8	9	9	--	8	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00183	TKI-192	CNS0047827	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	4	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	8	9	9	--	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00184	TKI-193	CNS0047908	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	2	--	9	9	9	7	9	9	9	--	--	9	7	9	9	9	9	9	--	9	7	9	9	8	9	9	9	--	8	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00185	TKI-194	CNS0047509	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	--	--	9	9	8	9	5	8	9	9	--	9	8	9	8	9	9	9	--	9	9	9	9	9	8	9	9	--	8	9	7	7	7	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00186	TKI-195	CNS0047539	--	black	--	narrow elliptic	medium green	present	--	oval	--	--	--	--	1/3	medium round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	absent	--	--	--	--	--	--	9	4	--	6	2	5	2	2	3	3	--	3	2	2	3	3	3	5	5	4	3	5	4	--	4	4	4	5	3	6	7	4	5	4	5	5	3	--	7	3	1	7	7	1	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00187	TKI-196	CNS0047673	--	black	--	--	medium green	present	--	obovate	--	--	--	--	1/2	medium round	--	--	low	localised	diffused	present	intermediate	pinnatilobed (≤1/3)	pinnatipart (2/3)	--	--	--	--	--	--	--	absent	--	present	intermediate	--	absent	--	--	--	--	--	--	9	--	--	4	1	1	1	1	1	1	--	1	1	2	1	--	3	1	1	2	3	1	1	--	1	1	3	5	1	--	7	7	1	1	1	1	1	--	9	9	1	9	9	1	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00188	TKI-197	CNS0047939	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	9	2	--	9	9	9	7	9	8	9	--	--	9	6	8	9	9	9	7	--	9	7	9	9	9	--	6	9	3	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00189	TKI-198	CNS0047914	--	black	--	narrow elliptic	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	1	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	6	7	9	3	--	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00190	TKI-199	CNS0047678	--	black	--	broad elliptic to circular	--	present	--	obovate	--	--	--	--	1/3	medium round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	--	--	--	--	--	9	--	--	6	7	--	--	7	5	9	--	--	9	--	7	7	--	5	9	--	8	1	8	--	7	9	2	9	3	7	9	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00191	TKI-200	CNS0047771	--	black	--	broad elliptic to circular	--	present	--	oval	--	--	--	--	2/3	medium round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	--	--	--	--	--	9	--	--	--	9	--	2	9	1	9	5	--	1	9	8	9	9	1	1	--	9	8	1	9	1	1	9	9	1	1	1	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00192	TKI-201	CNS0047659	--	black	--	broad elliptic to circular	--	present	--	oval	--	--	--	--	2/3	medium round	--	--	intermediate	localised	diffused and spotted	present	high	--	pinnatisect (>2/3)	--	--	--	--	--	--	--	present	--	present	intermediate	yellow	present	101	9	--	--	--	--	5	4	8	1	1	--	1	1	1	1	1	7	9	3	1	1	9	1	1	--	7	9	1	7	9	6	9	1	3	8	1	1	9	9	9	9	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00193	TKI-202	CNS0047927	--	black	--	broad elliptic to circular	--	present	--	oval	--	--	--	--	2/3	medium round	--	--	low	localised	diffused	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	--	present	--	--	--	--	--	1	9	--	--	1	9	--	1	1	1	1	1	1	1	1	1	1	1	1	1	--	1	1	1	--	9	1	7	9	3	8	9	1	1	1	1	9	1	--	9	9	1	9	9	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00194	TKI-203	CNS0047836	--	black	--	broad elliptic to circular	--	present	--	obovate	--	--	--	--	2/3	medium round	--	--	low	localised	diffused	present	intermediate	--	pinnatisect (>2/3)	--	--	--	--	--	--	--	present	--	present	low	--	present	--	--	--	--	--	--	8	2	--	--	3	9	2	--	--	--	--	8	7	--	2	7	1	7	5	3	2	4	1	3	4	1	4	5	3	4	5	1	1	1	5	4	5	--	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00195	TKI-204	CNS0047670	--	black	--	broad elliptic to circular	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	9	9	1	1	1	9	--	--	--	--	--	--	--	--	6	7	1	3	8	3	1	--	--	--	--	--	--	9	9	9	9	9	9	--	--	--	--	--	--	8	9	1	9	--	--	--
NGBLS00196	TKI-205	CNS0047770	--	black	--	narrow elliptic	--	present	--	oval	--	--	--	--	1/3	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	4	--	6	7	--	7	9	8	9	--	--	9	8	8	7	9	6	9	--	9	6	9	9	8	8	9	9	7	8	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00197	TKI-206	CNS0047644	--	black	--	--	--	present	--	oval	--	--	--	--	0	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	1	1	--	2	1	1	1	1	--	1	2	1	2	5	1	1	--	1	1	1	2	1	1	1	9	1	8	9	8	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00198	TKI-207	CNS0047786	--	black	--	--	--	present	--	obovate	--	--	--	--	--	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	8	7	--	--	9	6	9	--	--	9	8	9	7	9	--	9	--	9	--	9	9	7	8	9	9	6	8	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00199	TKI-208	CNS0047588	--	black	--	narrow elliptic	--	present	--	oval	--	--	--	--	2/3	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	8	7	9	9	8	9	9	8	9	8	8	7	9	9	9	7	5	9	9	9	9	9	8	9	9	7	8	9	8	9	8	8	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00200	TKI-209	CNS0047799	--	black	--	narrow elliptic	--	present	--	obovate	--	--	--	--	--	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	3	--	4	7	--	5	5	9	4	1	7	8	8	9	5	7	9	9	9	7	9	5	3	9	8	9	7	--	5	9	7	5	7	9	9	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00201	TKI-210	CNS0047779	--	black	--	--	--	present	--	obovate	--	--	--	--	2/3	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	4	3	--	3	1	5	5	3	--	5	1	4	5	5	1	3	--	5	1	3	5	2	4	2	3	1	8	9	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
