#NGB ID	Accession ID	CNSA ID	Homogeneity	Seed color	Seedling size	Seedling cotyledon shape	Seedling cotyledon color	Seedling anthocyanin presence	Leaf shape cultivated material	Leaf shape wild material	Leaf thickness	Leaf blistering	Leaf margin undulation	Leaf venation	Leaf division	Leaf tip shape	Leaf color	Leaf color intensity	Leaf anthocyanin content	Leaf anthocyanin distribution	Leaf anthocyanin pattern	Leaf vein prickles presence	Leaf vein prickles extent	Incision of rosette leaves	Incision of cauline leaves	Side shoot formation tendency	Tipburn sensitivity	Plant diameter	Head shape	Head leafs overlap	Head height	Heart formation	Stem anthocyanin presence	Stem anthocyanin content	Stem prickles presence	Stem prickles extent	Flower color	Flower anthocyanin presence	Flowering time (day)	Sclerotinia sclerotiorum	Macros. euphorbiae field resistance	Macros. euphorbiae greenhouse test	Uroleucon sonchi	Pemphigus bursarius	Nasonovia ribisnigri nr:0 labtest	Tomato spotted wilt virus	Erysiphe cichoracearum	Bremia lactucae race 1	Bremia lactucae race 2	Bremia lactucae race 3	Bremia lactucae race 4	Bremia lactucae race 5	Bremia lactucae race 6	Bremia lactucae race 7	Bremia lactucae race 10	Bremia lactucae race 11	Bremia lactucae race 12	Bremia lactucae race 13	Bremia lactucae race 14	Bremia lactucae race 15	Bremia lactucae race 16	Bremia lactucae race 17	Bremia lactucae race 18	Bremia lactucae race 19	Bremia lactucae race 20	Bremia lactucae race 21	Bremia lactucae race 22	Bremia lactucae race 23	Bremia lactucae race 24	Bremia lactucae race 25	Bremia lactucae race 26	Bremia lactucae race 27	Bremia lactucae race 28	Bremia lactucae race 29	Bremia lactucae race 30	Bremia lactucae race 31	Bremia lactucae race s1	Bremia lactucae race sf1	Bremia lactucae race Cs9	Bremia lactucae race IL4	Bremia lactucae race tV	Bremia lactucae race CsK 12/81	Bremia lactucae race CsK 26/81	Bremia lactucae race CsK 27/81	Bremia lactucae race CsK 1/82	Bremia lactucae race CsK 2/82	Bremia lactucae race CsK 3/82	Bremia lactucae race CsK 4/82	Bremia lactucae race usA 92O47 	Bremia lactucae race usA 92D53-10	Bremia lactucae race usA 93D11	Bremia lactucae race usA 93D12	Bremia lactucae race usA 93D13	Bremia lactucae race usA 93D14	Bremia lactucae race Deu fs1	Bremia lactucae race Deu sR2	Bremia lactucae race Deu sAW1	Bremia lactucae race Deu DeG2	Bremia lactucae race field resistance	Bremia lactucae race 29/31/As-11	Bremia lactucae race 27/29/31
NGBLS00410	TKI-422	CNS0047724	--	black	--	broad elliptic to circular	--	--	--	obovate	--	--	--	--	2/3	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	absent	--	present	--	yellow	absent	--	--	--	--	--	--	1	--	--	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	--	--	--	--
NGBLS00411	TKI-423	CNS0047681	--	black	--	--	--	present	--	obovate	--	--	--	--	2/3	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	5	1	1	1	1	2	3	1	--	1	2	2	1	1	--	1	--	1	1	1	5	1	1	--	--	--	--	--	--	1	2	1	1	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00412	TKI-424	CNS0047557	--	black	--	--	--	present	--	obovate	--	--	--	--	1	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	4	--	1	1	2	1	1	1	2	1	1	5	2	2	2	2	1	1	3	1	1	1	3	2	--	--	--	--	--	--	--	1	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--
NGBLS00413	TKI-425	CNS0047791	--	black	--	narrow elliptic	--	present	--	obovate	--	--	--	--	1	medium round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	--	--	--	--	--	--	--	1	3	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	--	--	--	--	--
NGBLS00415	TKI-427	CNS0047618	--	black	--	--	--	--	--	obovate	--	--	--	--	1	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	1	1	4	2	1	1	1	3	2	4	2	3	1	3	1	3	1	2	3	2	5	2	--	--	--	--	--	--	--	1	2	3	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	2	1	--	--	--	--	--
NGBLS00416	TKI-428	CNS0047513	--	black	--	--	--	--	--	oval	--	--	--	--	1	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	present	--	--	--	--	--	--	9	--	--	3	1	6	5	2	3	3	3	1	3	1	3	3	4	--	3	--	3	8	2	7	3	--	--	--	--	--	--	--	1	3	3	1	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00417	TKI-429	CNS0047877	--	black	--	--	--	--	--	oval	--	--	--	--	2/3	round	--	--	very low	--	--	present	--	--	--	--	--	--	--	--	--	--	present	--	present	--	yellow	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00421	TKI-433	CNS0047620	--	black	--	--	--	--	--	oval	--	--	--	--	1	medium round	--	--	--	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	high	--	high	--	present	--	--	--	--	--	--	1	--	--	3	1	1	1	1	3	1	1	--	1	1	1	1	1	1	1	--	1	2	1	5	1	1	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00423	TKI-435	CNS0047507	--	black	--	--	--	--	--	oval	--	--	--	--	1/2	round	--	--	--	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	high	yellow	absent	--	--	--	--	--	--	2	--	--	4	1	1	1	1	3	2	1	--	1	1	2	1	1	1	1	--	1	3	1	5	1	--	--	--	--	--	--	--	1	1	1	2	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00424	TKI-436	CNS0047942	--	black	--	--	--	--	--	oval	--	--	--	--	1	pointed	--	--	very low	--	--	--	high	--	--	--	--	--	--	--	--	--	--	low	--	intermediate	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00425	TKI-437	CNS0047863	--	black	--	--	--	--	--	oval	--	--	--	--	2/3	round	--	--	--	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	high	--	high	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00426	TKI-438	CNS0047886	--	black	--	--	--	--	--	oval	--	--	--	--	2/3	round	--	--	--	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	intermediate	yellow	absent	--	--	--	--	--	--	9	--	--	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	5	1	3	1	--	--	--	--	--	--	--	1	--	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00427	TKI-439	CNS0047894	--	black	--	--	--	--	--	obovate	--	--	--	--	1/2	medium round	--	--	--	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	intermediate	--	intermediate	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00429	TKI-441	CNS0047881	--	black	--	--	--	--	--	obovate	--	--	--	--	2/3	--	--	--	--	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	intermediate	yellow	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--	--	--	1	1	--	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00432	TKI-444	CNS0047658	--	black	--	--	--	--	--	oval	--	--	--	--	0	medium round	--	--	very low	--	--	--	very low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	--	--	--	5	--	8	9	--	3	--	6	5	7	6	3	--	7	7	3	5	7	8	3	9	--	--	--	--	--	--	--	--	--	--	7	7	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00433	TKI-445	CNS0047753	--	black	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00434	TKI-446	CNS0047824	--	--	--	--	--	--	--	oval	--	--	--	--	2/3	pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	very low	--	intermediate	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00435	TKI-447	CNS0047831	--	--	--	--	--	--	--	oval	--	--	--	--	2/3	pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	very low	--	very low	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00436	TKI-448	CNS0047772	--	--	--	--	--	--	--	oval	--	--	--	--	2/3	pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	very low	--	very low	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00437	TKI-449	CNS0047748	--	--	--	--	--	--	--	oval	--	--	--	--	1	medium round	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	low	--	--	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00438	TKI-450	CNS0047803	--	--	--	--	--	--	--	oval	--	--	--	--	--	very pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	very low	--	intermediate	yellow	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00439	TKI-451	CNS0047555	--	--	--	--	--	--	--	obovate	--	--	--	--	2/3	pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	very low	--	low	yellow	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00440	TKI-452	CNS0047710	--	black	--	--	--	--	--	oval	--	--	--	--	--	very pointed	--	--	very low	--	--	absent	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	yellow	present	--	--	--	--	--	--	2	4	--	1	1	--	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	--	1	5	--	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	--	--	--	--	--
NGBLS00441	TKI-453	CNS0047848	--	black	--	--	--	--	--	obovate	--	--	--	--	1	pointed	--	--	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	present	low	absent	very low	yellow	present	--	--	--	--	--	--	--	4	--	1	1	--	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00442	TKI-454	CNS0047578	--	black	--	--	--	--	--	obovate	--	--	--	--	1	pointed	--	--	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	present	intermediate	absent	very low	yellow	present	--	--	--	--	--	--	--	4	--	1	1	--	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	--	9	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00443	TKI-455	CNS0047774	--	black	--	--	--	--	--	obovate	--	--	--	--	1	pointed	--	--	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	present	intermediate	absent	very low	yellow	present	--	--	--	--	--	--	4	3	--	1	1	--	2	1	3	1	9	1	1	3	1	1	1	2	1	1	1	1	2	1	1	--	--	--	--	--	--	--	1	2	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00444	TKI-456	CNS0047742	--	black	--	--	--	--	--	obovate	--	--	--	--	1	pointed	--	--	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	present	intermediate	absent	very low	yellow	present	--	--	--	--	--	--	1	--	--	1	1	--	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00445	TKI-462	CNS0047795	--	black	--	--	--	--	--	obovate	--	--	--	--	--	pointed	--	--	very low	--	--	--	intermediate	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	present	--	--	--	--	--	--	8	--	--	1	1	--	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	--	--	--	--	--	--	--	1	1	1	3	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00446	TKI-464	CNS0047584	--	black	--	--	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	2	1	1	1	3	1	2	5	1	1	3	1	9	--	1	9	1	6	1	1	--	3	--	--	--	--	--	--	--	1	1	1	6	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00447	TKI-465	CNS0047730	--	black	--	--	--	--	--	oval	--	--	--	--	--	--	--	--	very low	--	--	--	very high	--	--	--	--	--	--	--	--	--	--	low	--	very high	yellow	present	--	--	--	--	--	--	--	4	--	2	7	--	1	5	4	9	9	3	2	7	7	9	5	3	9	4	7	8	7	6	8	--	--	--	--	--	--	--	5	6	3	7	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00448	TKI-466	CNS0047850	homogeneous	black	--	broad elliptic to circular	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	yellow	present	97	9	--	--	--	--	--	4	8	7	9	--	7	5	9	9	5	9	9	8	9	9	7	9	9	8	7	9	9	--	9	9	--	9	--	--	--	--	7	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00450	TKI-468	CNS0047948	homogeneous	black	--	--	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	yellow	present	97	--	--	--	--	--	--	1	--	8	9	9	9	5	9	9	5	9	9	8	9	9	8	9	9	9	7	9	9	8	7	--	--	--	--	--	--	--	9	9	9	9	9	1	1	1	9	3	1	9	--	--	--	--	--	--	3	4	7	--	--	--	--
NGBLS00451	TKI-469	CNS0047527	homogeneous	black	--	narrow elliptic	--	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	yellow	--	97	--	--	--	--	--	--	4	--	9	--	9	--	--	--	--	--	--	--	--	--	7	9	--	--	--	9	9	9	9	9	9	7	9	9	--	--	--	--	--	--	--	--	1	1	1	9	1	1	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00454	TKI-473	CNS0047599	--	black	--	--	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	absent	--	--	--	--	--	--	--	--	--	--	present	--	absent	--	yellow	absent	--	--	--	--	--	--	--	2	--	1	--	5	1	1	3	1	1	--	1	1	2	1	--	1	1	--	2	1	1	7	1	--	--	--	--	--	--	--	1	1	--	1	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00455	TKI-474	CNS0047686	--	black	--	broad elliptic to circular	--	--	--	oval	--	--	--	--	1	very pointed	--	--	very low	--	--	--	low	--	--	--	--	--	--	--	--	--	--	low	--	very low	yellow	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00456	TKI-476	CNS0252039	--	black	--	broad elliptic to circular	medium green	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4	--	1	--	1	1	1	5	1	1	--	1	1	1	9	2	1	1	--	9	1	3	1	1	--	--	--	--	--	--	--	--	1	3	2	1	--	--	--	--	--	--	--	--	--	--	--	--	--	2	1	--	--	--	1	--
NGBLS00457	TKI-477	CNS0047628	--	black	--	--	--	--	--	oval	--	--	--	--	0	medium round	--	--	very low	--	--	absent	--	--	--	--	--	--	--	--	--	--	absent	--	absent	--	yellow	present	--	--	--	--	--	--	--	1	--	1	1	--	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	7	--	--	--	--	--	--	--	1	1	9	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00459	TKI-481	CNS0252040	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00461	TKI-494	CNS0047526	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00462	TKI-495	CNS0047775	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
